group,variable,value
3- iPhone 7 32Go,Galaxy S20 FE 5G,0.8
3- iPhone 7 32Go,Galaxy S20 Ultra 5G,0.0
3- iPhone 7 32Go,Galaxy S20+,0.8
3- iPhone 7 32Go,Galaxy S20+ 5G,0.0
3- iPhone 7 32Go,Galaxy S8,0.0
3- iPhone 7 32Go,Galaxy Z Fold 2,0.0
3- iPhone 7 32Go,iPhone 11 128Go,2.4
3- iPhone 7 32Go,iPhone 11 64Go,7.1
3- iPhone 7 32Go,iPhone 11 Pro 64Go,3.9
3- iPhone 7 32Go,iPhone 11 Pro Max 256Go,0.8
3- iPhone 7 32Go,iPhone 11 Pro Max 64Go,0.0
3- iPhone 7 32Go,iPhone 12 128Go,2.4
3- iPhone 7 32Go,iPhone 12 64Go,40.2
3- iPhone 7 32Go,iPhone 12 mini 128Go,0.0
3- iPhone 7 32Go,iPhone 12 mini 64Go,16.5
3- iPhone 7 32Go,iPhone 12 Pro 128Go,0.0
3- iPhone 7 32Go,iPhone 12 Pro 256Go,0.0
3- iPhone 7 32Go,iPhone 12 Pro Max 128Go,1.6
3- iPhone 7 32Go,iPhone 8 64Go,0.8
3- iPhone 7 32Go,iPhone SE 2020 64Go,8.7
3- iPhone 7 32Go,iPhone XR 128Go,0.0
3- iPhone 7 32Go,iPhone XR 64Go,0.8
3- iPhone 7 32Go,Mi 10,0.8
3- iPhone 7 32Go,MI 10 LITE,0.8
3- iPhone 7 32Go,Mi 10T,1.6
3- iPhone 7 32Go,Mi 10T Lite,0.8
3- iPhone 7 32Go,MI 10T PRO,0.0
3- iPhone 7 32Go,P30,0.8
3- iPhone 7 32Go,P30 Pro 128Go,0.0
3- iPhone 7 32Go,P40 lite 5G,0.0
3- iPhone 7 32Go,P40 PRO,0.0
3- iPhone 7 32Go,Redmi Note 9,0.8
3- iPhone 7 32Go,Redmi Note 9 Pro,0.0
4- iPhone 8 64Go,FIND X2 NEO,0.9
4- iPhone 8 64Go,Galaxy A41,0.0
4- iPhone 8 64Go,Galaxy Note 10 Lite,0.0
4- iPhone 8 64Go,Galaxy Note20,1.7
4- iPhone 8 64Go,Galaxy Note20 5G,0.0
4- iPhone 8 64Go,Galaxy Note20 Ultra 5G,0.0
4- iPhone 8 64Go,Galaxy S10 128Go,0.9
4- iPhone 8 64Go,Galaxy S20,0.0
4- iPhone 8 64Go,Galaxy S20 5G,0.9
4- iPhone 8 64Go,Galaxy S20 FE,0.9
4- iPhone 8 64Go,Galaxy S20 FE 5G,0.0
4- iPhone 8 64Go,Galaxy S20 Ultra 5G,0.0
4- iPhone 8 64Go,Galaxy S20+,0.0
4- iPhone 8 64Go,Galaxy S20+ 5G,0.0
4- iPhone 8 64Go,Galaxy S8,0.0
4- iPhone 8 64Go,Galaxy Z Fold 2,0.0
4- iPhone 8 64Go,iPhone 11 128Go,4.2
4- iPhone 8 64Go,iPhone 11 64Go,13.6
4- iPhone 8 64Go,iPhone 11 Pro 64Go,5.9
4- iPhone 8 64Go,iPhone 11 Pro Max 256Go,0.0
4- iPhone 8 64Go,iPhone 11 Pro Max 64Go,0.0
4- iPhone 8 64Go,iPhone 12 128Go,2.5
4- iPhone 8 64Go,iPhone 12 64Go,45.8
4- iPhone 8 64Go,iPhone 12 mini 128Go,0.9
4- iPhone 8 64Go,iPhone 12 mini 64Go,13.6
4- iPhone 8 64Go,iPhone 12 Pro 128Go,0.0
4- iPhone 8 64Go,iPhone 12 Pro 256Go,0.9
4- iPhone 8 64Go,iPhone 12 Pro Max 128Go,0.0
4- iPhone 8 64Go,iPhone 8 64Go,0.0
4- iPhone 8 64Go,iPhone SE 2020 64Go,4.2
4- iPhone 8 64Go,iPhone XR 128Go,0.0
4- iPhone 8 64Go,iPhone XR 64Go,1.7
4- iPhone 8 64Go,Mi 10,0.0
4- iPhone 8 64Go,MI 10 LITE,0.0
4- iPhone 8 64Go,Mi 10T,1.7
4- iPhone 8 64Go,Mi 10T Lite,0.0
4- iPhone 8 64Go,MI 10T PRO,0.0
4- iPhone 8 64Go,P30,0.0
4- iPhone 8 64Go,P30 Pro 128Go,0.0
4- iPhone 8 64Go,P40 lite 5G,0.0
4- iPhone 8 64Go,P40 PRO,0.0
4- iPhone 8 64Go,Redmi Note 9,0.0
4- iPhone 8 64Go,Redmi Note 9 Pro,0.0
5- Galaxy S8,FIND X2 NEO,2.6
5- Galaxy S8,Galaxy A41,0.0
5- Galaxy S8,Galaxy Note 10 Lite,0.9
5- Galaxy S8,Galaxy Note20,2.6
5- Galaxy S8,Galaxy Note20 5G,0.9
5- Galaxy S8,Galaxy Note20 Ultra 5G,1.7
5- Galaxy S8,Galaxy S10 128Go,2.6
5- Galaxy S8,Galaxy S20,4.3
5- Galaxy S8,Galaxy S20 5G,3.4
5- Galaxy S8,Galaxy S20 FE,52.1
5- Galaxy S8,Galaxy S20 FE 5G,6.0
5- Galaxy S8,Galaxy S20 Ultra 5G,0.9
5- Galaxy S8,Galaxy S20+,2.6
5- Galaxy S8,Galaxy S20+ 5G,0.0
5- Galaxy S8,Galaxy S8,0.9
5- Galaxy S8,Galaxy Z Fold 2,0.0
5- Galaxy S8,iPhone 11 128Go,0.0
5- Galaxy S8,iPhone 11 64Go,0.9
5- Galaxy S8,iPhone 11 Pro 64Go,0.0
5- Galaxy S8,iPhone 11 Pro Max 256Go,0.0
5- Galaxy S8,iPhone 11 Pro Max 64Go,0.0
5- Galaxy S8,iPhone 12 128Go,0.0
5- Galaxy S8,iPhone 12 64Go,4.3
5- Galaxy S8,iPhone 12 mini 128Go,0.9
5- Galaxy S8,iPhone 12 mini 64Go,0.0
5- Galaxy S8,iPhone 12 Pro 128Go,0.0
5- Galaxy S8,iPhone 12 Pro 256Go,0.0
5- Galaxy S8,iPhone 12 Pro Max 128Go,0.0
5- Galaxy S8,iPhone 8 64Go,0.0
5- Galaxy S8,iPhone SE 2020 64Go,0.9
5- Galaxy S8,iPhone XR 128Go,0.0
5- Galaxy S8,iPhone XR 64Go,0.0
5- Galaxy S8,Mi 10,0.9
5- Galaxy S8,MI 10 LITE,1.7
5- Galaxy S8,Mi 10T,5.1
5- Galaxy S8,Mi 10T Lite,0.9
5- Galaxy S8,MI 10T PRO,0.9
5- Galaxy S8,P30,0.0
5- Galaxy S8,P30 Pro 128Go,1.7
5- Galaxy S8,P40 lite 5G,0.0
5- Galaxy S8,P40 PRO,0.0
5- Galaxy S8,Redmi Note 9,0.0
5- Galaxy S8,Redmi Note 9 Pro,0.9
6- iPhone X 64Go,FIND X2 NEO,0.0
6- iPhone X 64Go,Galaxy A41,0.0
6- iPhone X 64Go,Galaxy Note 10 Lite,0.0
6- iPhone X 64Go,Galaxy Note20,1.4
6- iPhone X 64Go,Galaxy Note20 5G,1.4
6- iPhone X 64Go,Galaxy Note20 Ultra 5G,0.0
6- iPhone X 64Go,Galaxy S10 128Go,0.0
6- iPhone X 64Go,Galaxy S20,0.0
6- iPhone X 64Go,Galaxy S20 5G,0.0
6- iPhone X 64Go,Galaxy S20 FE,1.4
6- iPhone X 64Go,Galaxy S20 FE 5G,0.0
6- iPhone X 64Go,Galaxy S20 Ultra 5G,0.0
6- iPhone X 64Go,Galaxy S20+,0.0
6- iPhone X 64Go,Galaxy S20+ 5G,0.0
6- iPhone X 64Go,Galaxy S8,0.0
6- iPhone X 64Go,Galaxy Z Fold 2,0.0
6- iPhone X 64Go,iPhone 11 128Go,1.4
6- iPhone X 64Go,iPhone 11 64Go,1.4
6- iPhone X 64Go,iPhone 11 Pro 64Go,6.9
6- iPhone X 64Go,iPhone 11 Pro Max 256Go,0.0
6- iPhone X 64Go,iPhone 11 Pro Max 64Go,0.0
6- iPhone X 64Go,iPhone 12 128Go,5.6
6- iPhone X 64Go,iPhone 12 64Go,62.5
6- iPhone X 64Go,iPhone 12 mini 128Go,2.8
6- iPhone X 64Go,iPhone 12 mini 64Go,11.1
6- iPhone X 64Go,iPhone 12 Pro 128Go,2.8
6- iPhone X 64Go,iPhone 12 Pro 256Go,0.0
6- iPhone X 64Go,iPhone 12 Pro Max 128Go,0.0
6- iPhone X 64Go,iPhone 8 64Go,0.0
6- iPhone X 64Go,iPhone SE 2020 64Go,0.0
6- iPhone X 64Go,iPhone XR 128Go,0.0
6- iPhone X 64Go,iPhone XR 64Go,0.0
6- iPhone X 64Go,Mi 10,0.0
6- iPhone X 64Go,MI 10 LITE,0.0
6- iPhone X 64Go,Mi 10T,0.0
6- iPhone X 64Go,Mi 10T Lite,0.0
6- iPhone X 64Go,MI 10T PRO,0.0
6- iPhone X 64Go,P30,0.0
6- iPhone X 64Go,P30 Pro 128Go,1.4
6- iPhone X 64Go,P40 lite 5G,0.0
6- iPhone X 64Go,P40 PRO,0.0
6- iPhone X 64Go,Redmi Note 9,0.0
6- iPhone X 64Go,Redmi Note 9 Pro,0.0
7- Galaxy S9+,FIND X2 NEO,0.0
7- Galaxy S9+,Galaxy A41,0.0
7- Galaxy S9+,Galaxy Note 10 Lite,0.0
7- Galaxy S9+,Galaxy Note20,14.5
7- Galaxy S9+,Galaxy Note20 5G,6.5
7- Galaxy S9+,Galaxy Note20 Ultra 5G,8.1
7- Galaxy S9+,Galaxy S10 128Go,0.0
7- Galaxy S9+,Galaxy S20,0.0
7- Galaxy S9+,Galaxy S20 5G,4.8
7- Galaxy S9+,Galaxy S20 FE,33.9
7- Galaxy S9+,Galaxy S20 FE 5G,6.5
7- Galaxy S9+,Galaxy S20 Ultra 5G,0.0
7- Galaxy S9+,Galaxy S20+,8.1
7- Galaxy S9+,Galaxy S20+ 5G,0.0
7- Galaxy S9+,Galaxy S8,0.0
7- Galaxy S9+,Galaxy Z Fold 2,0.0
7- Galaxy S9+,iPhone 11 128Go,0.0
7- Galaxy S9+,iPhone 11 64Go,0.0
7- Galaxy S9+,iPhone 11 Pro 64Go,0.0
7- Galaxy S9+,iPhone 11 Pro Max 256Go,0.0
7- Galaxy S9+,iPhone 11 Pro Max 64Go,0.0
7- Galaxy S9+,iPhone 12 128Go,1.6
7- Galaxy S9+,iPhone 12 64Go,8.1
7- Galaxy S9+,iPhone 12 mini 128Go,0.0
7- Galaxy S9+,iPhone 12 mini 64Go,3.2
7- Galaxy S9+,iPhone 12 Pro 128Go,0.0
7- Galaxy S9+,iPhone 12 Pro 256Go,0.0
7- Galaxy S9+,iPhone 12 Pro Max 128Go,0.0
7- Galaxy S9+,iPhone 8 64Go,0.0
7- Galaxy S9+,iPhone SE 2020 64Go,0.0
7- Galaxy S9+,iPhone XR 128Go,0.0
7- Galaxy S9+,iPhone XR 64Go,0.0
7- Galaxy S9+,Mi 10,0.0
7- Galaxy S9+,MI 10 LITE,0.0
7- Galaxy S9+,Mi 10T,0.0
7- Galaxy S9+,Mi 10T Lite,0.0
7- Galaxy S9+,MI 10T PRO,0.0
7- Galaxy S9+,P30,0.0
7- Galaxy S9+,P30 Pro 128Go,3.2
7- Galaxy S9+,P40 lite 5G,0.0
7- Galaxy S9+,P40 PRO,1.6
7- Galaxy S9+,Redmi Note 9,0.0
7- Galaxy S9+,Redmi Note 9 Pro,0.0
8- Galaxy S10 128Go,FIND X2 NEO,0.0
8- Galaxy S10 128Go,Galaxy A41,0.0
8- Galaxy S10 128Go,Galaxy Note 10 Lite,1.9
8- Galaxy S10 128Go,Galaxy Note20,3.9
8- Galaxy S10 128Go,Galaxy Note20 5G,7.7
8- Galaxy S10 128Go,Galaxy Note20 Ultra 5G,0.0
8- Galaxy S10 128Go,Galaxy S10 128Go,1.9
8- Galaxy S10 128Go,Galaxy S20,0.0
8- Galaxy S10 128Go,Galaxy S20 5G,17.3
8- Galaxy S10 128Go,Galaxy S20 FE,30.8
8- Galaxy S10 128Go,Galaxy S20 FE 5G,1.9
8- Galaxy S10 128Go,Galaxy S20 Ultra 5G,0.0
8- Galaxy S10 128Go,Galaxy S20+,1.9
8- Galaxy S10 128Go,Galaxy S20+ 5G,0.0
8- Galaxy S10 128Go,Galaxy S8,0.0
8- Galaxy S10 128Go,Galaxy Z Fold 2,1.9
8- Galaxy S10 128Go,iPhone 11 128Go,1.9
8- Galaxy S10 128Go,iPhone 11 64Go,3.9
8- Galaxy S10 128Go,iPhone 11 Pro 64Go,0.0
8- Galaxy S10 128Go,iPhone 11 Pro Max 256Go,0.0
8- Galaxy S10 128Go,iPhone 11 Pro Max 64Go,0.0
8- Galaxy S10 128Go,iPhone 12 128Go,1.9
8- Galaxy S10 128Go,iPhone 12 64Go,15.4
8- Galaxy S10 128Go,iPhone 12 mini 128Go,0.0
8- Galaxy S10 128Go,iPhone 12 mini 64Go,1.9
8- Galaxy S10 128Go,iPhone 12 Pro 128Go,0.0
8- Galaxy S10 128Go,iPhone 12 Pro 256Go,0.0
8- Galaxy S10 128Go,iPhone 12 Pro Max 128Go,0.0
8- Galaxy S10 128Go,iPhone 8 64Go,0.0
8- Galaxy S10 128Go,iPhone SE 2020 64Go,0.0
8- Galaxy S10 128Go,iPhone XR 128Go,0.0
8- Galaxy S10 128Go,iPhone XR 64Go,0.0
8- Galaxy S10 128Go,Mi 10,0.0
8- Galaxy S10 128Go,MI 10 LITE,0.0
8- Galaxy S10 128Go,Mi 10T,3.9
8- Galaxy S10 128Go,Mi 10T Lite,0.0
8- Galaxy S10 128Go,MI 10T PRO,0.0
8- Galaxy S10 128Go,P30,0.0
8- Galaxy S10 128Go,P30 Pro 128Go,1.9
8- Galaxy S10 128Go,P40 lite 5G,0.0
8- Galaxy S10 128Go,P40 PRO,0.0
8- Galaxy S10 128Go,Redmi Note 9,0.0
8- Galaxy S10 128Go,Redmi Note 9 Pro,0.0
9- iPhone 11 64Go,FIND X2 NEO,0.0
9- iPhone 11 64Go,Galaxy A41,0.0
9- iPhone 11 64Go,Galaxy Note 10 Lite,0.0
9- iPhone 11 64Go,Galaxy Note20,0.0
9- iPhone 11 64Go,Galaxy Note20 5G,0.0
9- iPhone 11 64Go,Galaxy Note20 Ultra 5G,0.0
9- iPhone 11 64Go,Galaxy S10 128Go,0.0
9- iPhone 11 64Go,Galaxy S20,0.0
9- iPhone 11 64Go,Galaxy S20 5G,0.0
9- iPhone 11 64Go,Galaxy S20 FE,0.0
9- iPhone 11 64Go,Galaxy S20 FE 5G,0.0
9- iPhone 11 64Go,Galaxy S20 Ultra 5G,0.0
9- iPhone 11 64Go,Galaxy S20+,0.0
9- iPhone 11 64Go,Galaxy S20+ 5G,0.0
9- iPhone 11 64Go,Galaxy S8,0.0
9- iPhone 11 64Go,Galaxy Z Fold 2,0.0
9- iPhone 11 64Go,iPhone 11 128Go,2.3
9- iPhone 11 64Go,iPhone 11 64Go,0.0
9- iPhone 11 64Go,iPhone 11 Pro 64Go,4.7
9- iPhone 11 64Go,iPhone 11 Pro Max 256Go,0.0
9- iPhone 11 64Go,iPhone 11 Pro Max 64Go,4.7
9- iPhone 11 64Go,iPhone 12 128Go,2.3
9- iPhone 11 64Go,iPhone 12 64Go,72.1
9- iPhone 11 64Go,iPhone 12 mini 128Go,0.0
9- iPhone 11 64Go,iPhone 12 mini 64Go,4.7
9- iPhone 11 64Go,iPhone 12 Pro 128Go,2.3
9- iPhone 11 64Go,iPhone 12 Pro 256Go,0.0
9- iPhone 11 64Go,iPhone 12 Pro Max 128Go,0.0
9- iPhone 11 64Go,iPhone 8 64Go,0.0
9- iPhone 11 64Go,iPhone SE 2020 64Go,0.0
9- iPhone 11 64Go,iPhone XR 128Go,0.0
9- iPhone 11 64Go,iPhone XR 64Go,0.0
9- iPhone 11 64Go,Mi 10,0.0
9- iPhone 11 64Go,MI 10 LITE,0.0
9- iPhone 11 64Go,Mi 10T,4.7
9- iPhone 11 64Go,Mi 10T Lite,0.0
9- iPhone 11 64Go,MI 10T PRO,0.0
9- iPhone 11 64Go,P30,0.0
9- iPhone 11 64Go,P30 Pro 128Go,2.3
9- iPhone 11 64Go,P40 lite 5G,0.0
9- iPhone 11 64Go,P40 PRO,0.0
9- iPhone 11 64Go,Redmi Note 9,0.0
9- iPhone 11 64Go,Redmi Note 9 Pro,0.0
10- iPhone 6s 32Go,FIND X2 NEO,0.0
10- iPhone 6s 32Go,Galaxy A41,0.0
10- iPhone 6s 32Go,Galaxy Note 10 Lite,0.0
10- iPhone 6s 32Go,Galaxy Note20,0.0
10- iPhone 6s 32Go,Galaxy Note20 5G,2.4
10- iPhone 6s 32Go,Galaxy Note20 Ultra 5G,0.0
10- iPhone 6s 32Go,Galaxy S10 128Go,0.0
10- iPhone 6s 32Go,Galaxy S20,0.0
10- iPhone 6s 32Go,Galaxy S20 5G,2.4
10- iPhone 6s 32Go,Galaxy S20 FE,4.8
10- iPhone 6s 32Go,Galaxy S20 FE 5G,2.4
10- iPhone 6s 32Go,Galaxy S20 Ultra 5G,0.0
10- iPhone 6s 32Go,Galaxy S20+,0.0
10- iPhone 6s 32Go,Galaxy S20+ 5G,0.0
10- iPhone 6s 32Go,Galaxy S8,0.0
10- iPhone 6s 32Go,Galaxy Z Fold 2,0.0
10- iPhone 6s 32Go,iPhone 11 128Go,2.4
10- iPhone 6s 32Go,iPhone 11 64Go,11.9
10- iPhone 6s 32Go,iPhone 11 Pro 64Go,0.0
10- iPhone 6s 32Go,iPhone 11 Pro Max 256Go,0.0
10- iPhone 6s 32Go,iPhone 11 Pro Max 64Go,0.0
10- iPhone 6s 32Go,iPhone 12 128Go,0.0
10- iPhone 6s 32Go,iPhone 12 64Go,21.4
10- iPhone 6s 32Go,iPhone 12 mini 128Go,2.4
10- iPhone 6s 32Go,iPhone 12 mini 64Go,14.3
10- iPhone 6s 32Go,iPhone 12 Pro 128Go,0.0
10- iPhone 6s 32Go,iPhone 12 Pro 256Go,0.0
10- iPhone 6s 32Go,iPhone 12 Pro Max 128Go,0.0
10- iPhone 6s 32Go,iPhone 8 64Go,0.0
10- iPhone 6s 32Go,iPhone SE 2020 64Go,21.4
10- iPhone 6s 32Go,iPhone XR 128Go,2.4
10- iPhone 6s 32Go,iPhone XR 64Go,2.4
10- iPhone 6s 32Go,Mi 10,2.4
10- iPhone 6s 32Go,MI 10 LITE,0.0
10- iPhone 6s 32Go,Mi 10T,2.4
10- iPhone 6s 32Go,Mi 10T Lite,0.0
10- iPhone 6s 32Go,MI 10T PRO,0.0
10- iPhone 6s 32Go,P30,4.8
10- iPhone 6s 32Go,P30 Pro 128Go,0.0
10- iPhone 6s 32Go,P40 lite 5G,0.0
10- iPhone 6s 32Go,P40 PRO,0.0
10- iPhone 6s 32Go,Redmi Note 9,0.0
10- iPhone 6s 32Go,Redmi Note 9 Pro,0.0
